Date,apple_kg,banana_kg,guava_kg,mangoes_kg,pomegranate_kg,orange_kg,lemon_kg,grapes_kg,watermelon_kg,muskmelon_kg,onion_kg,carrot_kg,garlic_kg,coriander_kg,cucumber_kg,radish_kg,cabbage_kg,cauliflower_kg,tomato_kg,potato_kg,ginger_kg,broccoli_kg,lady_finger_kg,chillies_kg,brinjal_kg,bitter_gourd_kg,spinach_kg,pumpkin_kg,pointed_gourd_kg,beetroot_kg,capsicum_kg,green_peas_kg
2024-05-06,157.22,216.2,69.33,182.72,88.04,113.6,85.31,62.15,154.03,129.66,310.21,71.91,63.02,53.05,199.99,58.15,85.81,54.41,313.06,316.39,40.93,35.24,72.95,37.29,80.88,41.16,68.36,39.02,47.24,35.25,77.13,44.16
2024-05-07,164.87,200.12,75.64,156.98,70.19,104.81,107.26,74.34,165.42,123.29,324.23,0.0,86.52,47.02,214.94,62.5,92.67,63.26,262.33,429.65,52.52,30.84,84.41,31.23,72.8,35.91,66.28,51.58,48.36,35.17,61.67,47.23
2024-05-08,157.28,264.62,71.45,187.12,106.04,101.92,79.14,59.11,189.05,129.65,274.55,67.14,57.74,50.83,0.0,59.56,77.23,65.02,313.85,343.07,44.62,26.04,72.47,34.01,77.41,38.71,60.53,52.34,35.03,49.83,73.22,59.44
2024-05-09,176.27,261.53,80.45,189.89,86.77,105.99,88.12,48.24,179.91,135.58,276.18,63.33,68.55,55.23,173.55,81.6,69.68,54.13,346.97,396.1,44.23,26.97,82.26,33.25,96.7,42.42,49.81,53.35,60.05,48.59,79.07,45.34
2024-05-10,215.87,252.53,66.12,206.72,93.19,102.99,95.78,69.35,188.22,119.8,331.45,83.77,64.19,43.11,150.31,57.87,87.05,62.99,318.92,393.0,58.2,30.07,54.42,30.52,85.98,42.36,64.48,58.92,52.88,43.71,61.37,43.45
2024-05-11,192.76,265.64,74.04,173.64,76.39,112.46,104.47,0.0,162.97,146.44,336.09,67.29,82.05,59.76,174.49,80.48,116.88,63.5,278.13,373.8,39.68,37.19,78.51,30.64,97.41,38.2,94.63,44.35,61.37,38.15,80.73,60.46
2024-05-12,177.02,238.93,69.39,178.64,116.15,124.62,97.76,66.67,173.98,132.68,318.21,65.41,65.11,51.37,146.94,66.8,109.88,77.27,288.05,385.48,53.95,31.61,94.85,38.24,103.94,51.24,69.75,71.12,52.47,49.06,73.42,67.2
2024-05-13,121.12,239.79,86.16,179.21,79.45,65.19,71.0,55.4,197.01,131.28,359.12,63.7,58.09,52.14,139.54,70.97,91.5,56.83,314.05,343.78,41.41,31.01,76.53,31.46,84.51,34.37,54.0,59.67,52.79,44.24,0.0,54.55
2024-05-14,206.36,261.66,57.53,191.93,67.47,97.2,89.69,48.55,146.23,143.47,314.67,66.57,66.21,45.02,162.46,59.41,81.59,57.57,256.47,374.53,50.09,30.68,86.12,36.01,0.0,36.99,61.7,61.46,41.76,42.11,68.87,45.74
2024-05-15,173.24,260.96,74.99,151.48,85.63,87.2,84.08,64.04,186.86,137.21,288.7,68.06,74.14,67.52,189.92,65.26,64.61,42.17,281.58,476.89,45.18,32.93,76.79,36.61,82.54,46.21,50.9,46.25,52.46,43.77,57.82,51.09
2024-05-16,164.69,294.54,75.82,155.55,93.18,93.99,81.63,66.68,144.11,149.34,316.9,63.96,59.08,59.77,169.98,83.14,84.92,67.07,294.54,372.42,41.77,25.09,83.93,42.21,80.42,40.83,58.26,45.99,49.21,40.16,65.3,55.42
2024-05-17,122.12,289.37,75.44,197.19,89.6,92.55,96.45,71.76,174.25,115.46,294.62,67.84,46.84,52.56,198.81,73.46,89.93,56.99,0.0,341.07,47.13,29.41,69.92,22.23,73.85,47.91,67.71,47.54,41.93,34.12,70.36,43.31
2024-05-18,185.6,284.14,70.08,170.51,100.14,140.4,77.42,75.22,181.95,0.0,367.46,79.63,60.46,71.03,179.27,78.99,89.06,63.55,320.52,421.28,49.07,32.56,92.33,36.98,71.94,52.53,81.83,62.12,65.57,51.94,86.44,53.14
2024-05-19,191.02,268.23,65.8,178.94,99.27,128.1,98.19,67.3,172.22,144.82,305.29,68.82,80.36,55.36,217.5,81.6,108.87,76.37,269.62,354.57,49.32,32.94,0.0,45.0,96.55,40.15,67.24,59.25,59.47,48.77,69.39,47.79
2024-05-20,157.35,230.05,67.81,198.68,84.69,102.07,61.67,65.6,175.91,115.9,348.85,63.97,60.52,61.65,223.07,83.97,96.91,45.05,265.91,329.78,52.73,26.47,75.56,36.44,92.08,40.02,52.79,47.89,63.74,48.61,67.8,40.02
2024-05-21,141.02,209.26,73.71,191.59,68.17,92.82,93.36,72.2,195.83,131.96,294.59,81.38,75.96,56.63,178.25,71.07,86.87,62.2,318.86,430.5,40.66,28.32,84.09,37.12,92.01,38.99,39.64,38.2,43.93,45.49,77.34,50.05
2024-05-22,139.82,220.06,64.18,0.0,81.28,111.14,96.57,66.57,157.9,126.09,262.46,45.22,54.98,49.69,130.18,78.6,90.59,53.37,279.01,352.41,36.59,31.71,85.62,35.81,97.16,39.47,68.22,59.4,47.89,38.04,63.97,45.13
2024-05-23,206.77,203.66,66.67,188.92,79.9,101.62,89.54,70.91,129.95,109.1,266.32,74.9,66.26,57.89,129.79,78.89,90.36,61.15,337.14,328.08,50.43,22.17,83.16,39.37,83.8,38.8,64.09,64.77,53.22,51.13,60.41,41.05
2024-05-24,169.97,306.16,64.31,184.53,97.2,97.22,83.12,55.73,169.29,130.01,302.56,74.68,66.42,60.12,140.56,77.63,96.1,62.45,288.02,310.27,48.11,25.25,84.45,35.78,104.33,36.8,61.56,61.7,37.21,33.13,80.3,41.07
2024-05-25,176.21,293.11,78.27,196.76,105.7,113.91,114.43,77.32,172.0,123.22,318.47,62.87,58.65,60.03,173.25,101.12,92.5,64.88,263.95,403.77,50.35,33.65,90.33,39.94,108.62,53.05,70.51,61.71,56.68,49.37,77.7,58.18
2024-05-26,189.01,304.68,77.66,190.44,88.03,109.23,115.36,75.24,212.27,162.09,286.93,92.94,58.82,66.34,210.95,84.04,135.47,80.82,281.92,350.32,58.99,30.86,74.6,35.11,95.21,41.67,67.59,64.22,59.71,47.18,87.07,56.08
2024-05-27,167.38,245.01,82.12,188.03,91.35,105.84,91.5,61.56,162.4,120.11,257.93,66.27,60.77,58.6,161.78,77.99,77.17,57.63,298.54,413.44,58.82,29.2,77.64,31.95,73.71,40.64,62.26,51.61,43.1,42.48,65.06,50.44
2024-05-28,138.93,325.98,73.9,153.86,82.67,86.27,104.85,72.36,158.61,112.01,310.58,75.68,66.93,55.87,194.15,65.41,82.73,59.14,320.83,0.0,48.87,27.41,75.69,36.48,89.07,36.91,63.6,55.81,49.39,43.62,75.27,43.31
2024-05-29,186.44,220.31,59.11,187.78,66.68,105.76,79.13,79.54,164.54,126.56,318.99,68.51,65.26,44.99,158.07,69.88,94.36,59.43,283.61,339.08,49.0,31.7,79.66,33.65,74.27,42.61,64.37,55.33,44.97,32.57,77.57,53.68
2024-05-30,164.18,206.74,59.68,182.48,60.43,97.51,86.64,53.04,195.81,128.2,313.1,53.34,61.38,55.6,222.03,69.47,111.27,64.5,284.13,441.84,42.47,24.72,85.77,29.31,83.79,40.46,62.81,58.52,51.28,41.32,65.82,52.51
2024-05-31,170.24,325.25,75.15,184.02,90.02,111.42,64.83,50.8,180.98,114.99,357.86,64.35,61.12,37.73,200.17,62.47,86.02,52.7,291.89,343.82,40.92,29.23,83.48,33.25,95.02,39.21,56.0,51.22,52.65,38.02,74.79,54.09
2024-06-01,221.52,237.52,77.56,177.98,81.55,128.45,85.26,69.36,168.84,128.04,363.13,84.04,54.27,59.83,179.61,70.86,90.98,73.37,331.23,394.63,54.13,0.0,92.89,43.2,68.27,53.0,85.7,79.33,55.01,47.98,72.21,44.78
2024-06-02,158.54,273.97,95.78,232.23,81.51,131.6,84.34,71.1,162.94,110.22,322.89,84.33,63.2,64.3,170.6,77.66,99.59,84.85,288.99,370.32,43.9,32.99,64.42,40.38,75.15,46.05,69.33,54.21,60.57,42.88,89.71,54.73
2024-06-03,152.38,232.3,85.49,164.8,76.28,129.35,93.29,64.04,203.45,136.32,418.19,68.84,51.19,47.52,200.49,71.48,99.56,49.07,223.02,388.82,38.36,25.76,75.91,32.68,85.52,41.56,49.41,57.26,41.75,40.16,64.51,48.84
2024-06-04,174.33,263.95,61.91,167.87,90.26,126.49,76.76,59.29,158.14,0.0,277.64,58.15,65.1,59.44,147.7,83.59,100.17,53.15,300.37,316.55,51.34,25.65,72.96,35.03,77.68,34.08,60.72,60.4,54.31,39.88,80.69,42.66
2024-06-05,186.0,242.44,71.58,174.85,94.53,117.01,68.57,51.99,196.53,138.81,252.39,75.94,54.03,50.53,158.87,62.45,98.05,48.14,279.31,340.99,40.96,29.17,81.69,39.05,95.08,51.39,61.15,48.84,60.02,0.0,73.13,45.79
2024-06-06,155.52,272.13,59.77,191.54,94.29,111.01,80.87,62.31,168.45,111.59,333.52,61.43,71.62,47.67,147.39,62.03,112.77,43.82,292.44,334.88,51.59,22.84,88.13,31.26,100.91,42.35,56.78,45.39,42.53,46.03,68.01,48.06
2024-06-07,156.6,278.86,75.0,183.37,65.65,87.65,82.08,63.54,155.64,129.59,376.42,68.44,63.01,58.36,175.13,58.36,100.24,52.96,273.23,372.16,55.98,30.19,79.1,30.93,81.8,45.46,54.52,60.51,42.26,39.85,81.86,53.83
2024-06-08,202.36,234.09,93.54,163.27,84.98,83.89,83.19,69.06,175.95,142.02,382.36,80.21,62.96,71.26,219.26,85.49,114.92,59.82,328.17,342.63,56.97,26.53,72.55,40.22,101.6,42.51,71.21,0.0,64.53,52.08,73.3,52.89
2024-06-09,239.36,256.65,78.85,199.6,83.25,126.26,99.36,71.36,189.74,113.81,336.54,81.12,78.65,61.38,180.42,96.17,116.3,72.87,278.89,398.87,44.89,27.75,85.97,37.31,79.14,45.29,71.09,49.09,56.45,34.93,95.86,55.56
2024-06-10,169.42,274.84,65.84,179.97,90.25,90.93,90.6,0.0,129.18,114.88,281.19,71.31,83.18,63.04,190.66,68.85,80.03,67.97,267.02,413.29,61.25,33.91,50.09,35.91,87.44,48.41,53.71,70.92,53.5,38.4,74.85,38.35
2024-06-11,152.32,285.24,72.42,207.96,66.61,136.16,71.98,62.59,156.26,128.48,330.75,60.26,53.37,49.69,176.6,71.88,0.0,61.09,247.72,311.8,49.38,33.12,84.73,35.28,75.07,39.12,63.67,60.8,45.2,32.34,60.97,44.35
2024-06-12,146.69,258.31,76.76,171.84,76.02,83.39,94.97,59.2,212.08,93.03,302.42,63.64,53.53,48.47,146.83,69.03,82.92,66.93,267.75,391.41,48.88,27.02,72.68,35.9,76.18,44.62,65.49,55.64,46.46,45.21,66.84,44.93
2024-06-13,165.09,266.2,76.82,189.54,81.93,110.46,78.46,63.76,219.64,106.85,298.48,60.06,55.97,61.1,159.53,75.43,83.84,64.37,236.03,400.67,47.96,32.29,86.78,42.4,83.1,40.75,53.02,61.74,56.12,41.57,68.39,52.93
2024-06-14,184.98,296.77,65.93,238.41,91.22,102.96,81.92,66.38,158.22,134.34,361.28,73.1,70.27,57.45,139.6,60.91,87.85,54.78,303.81,354.1,44.79,25.78,87.11,30.16,76.29,47.43,60.43,63.8,47.3,40.7,85.89,38.86
2024-06-15,251.6,271.93,71.67,227.94,93.87,94.65,103.73,72.16,207.94,124.45,274.47,80.5,85.17,51.06,163.45,82.31,107.31,69.44,366.62,308.86,48.03,33.85,99.87,42.44,98.42,48.43,85.57,61.17,51.33,43.68,89.09,59.45
2024-06-16,181.14,288.94,79.67,176.79,97.13,115.23,91.85,89.83,202.02,114.0,360.99,68.58,57.35,72.04,232.32,77.3,123.85,58.37,266.24,436.25,39.71,36.49,81.23,41.33,94.7,43.08,75.2,82.27,43.37,51.62,86.51,44.67
2024-06-17,169.45,289.41,66.44,194.51,81.57,92.23,76.27,66.93,147.96,137.92,283.59,74.38,84.85,53.42,172.98,76.66,99.05,59.14,279.7,411.64,41.37,26.25,95.19,37.68,78.31,35.62,67.17,70.64,46.38,43.14,65.72,42.92
2024-06-18,202.39,291.55,79.34,187.87,93.32,99.71,88.1,64.08,186.04,111.12,309.01,74.33,67.19,53.98,169.65,76.33,96.85,60.66,273.24,437.41,47.4,23.65,86.73,27.94,77.58,49.6,67.29,0.0,42.32,39.09,69.1,48.52
2024-06-19,173.99,250.32,66.35,171.16,94.44,99.87,99.05,58.15,164.08,134.47,276.59,77.18,59.33,65.41,172.46,72.49,88.1,0.0,328.96,365.14,51.26,28.79,73.2,38.34,89.53,44.1,71.13,57.96,43.36,52.05,75.09,45.5
2024-06-20,172.25,230.02,69.8,194.78,88.63,92.38,97.57,58.32,173.38,148.9,302.45,71.58,66.46,63.26,151.82,67.67,111.98,71.16,281.89,291.05,0.0,26.11,87.93,34.18,91.92,43.11,45.61,48.64,44.62,40.1,75.52,44.58
2024-06-21,197.48,250.0,72.21,157.56,94.49,96.51,81.07,61.68,190.4,106.44,398.84,72.12,70.45,62.65,161.97,62.73,76.46,50.2,317.01,388.73,50.5,26.33,72.81,35.73,85.5,39.77,57.0,47.01,54.7,33.97,81.52,44.01
2024-06-22,190.31,283.12,64.72,185.03,123.47,102.31,87.1,69.33,185.26,135.11,378.03,71.89,63.11,55.68,199.42,85.26,112.62,66.02,337.62,332.26,52.6,27.73,89.55,38.83,101.98,38.96,56.4,60.31,43.01,52.82,77.96,53.79
2024-06-23,165.96,256.5,72.38,196.08,101.96,89.99,89.2,69.02,185.01,142.18,370.4,73.9,78.95,62.55,151.27,78.56,78.95,77.85,323.36,427.55,54.06,22.28,92.39,35.54,82.94,48.72,67.47,64.61,55.68,43.97,76.87,53.81
2024-06-24,192.45,232.98,85.05,170.21,83.0,101.89,97.69,67.27,183.55,137.62,310.01,76.26,62.49,57.1,126.15,69.97,93.51,54.25,261.35,396.42,54.11,26.61,81.79,34.31,75.36,43.27,58.56,50.26,46.7,37.36,75.17,43.43
2024-06-25,135.91,291.6,76.37,192.24,86.97,116.94,79.48,72.07,197.24,114.82,306.74,62.53,51.1,47.97,157.67,66.39,103.97,52.41,288.87,414.8,50.54,26.93,70.39,35.27,78.67,44.58,59.29,61.5,50.88,44.92,81.94,44.11
2024-06-26,188.47,267.63,66.24,177.63,95.64,91.97,104.21,69.38,182.29,85.76,312.42,60.59,67.1,45.78,154.49,81.92,92.22,64.2,247.18,341.77,51.75,25.77,88.6,37.28,73.31,47.94,67.79,58.27,51.8,43.61,44.53,45.79
2024-06-27,167.84,244.76,75.04,168.15,79.33,123.39,92.47,68.41,166.16,106.43,326.64,72.21,73.67,53.0,197.32,82.37,107.29,62.97,266.8,321.79,62.03,24.65,0.0,36.56,61.74,42.8,57.2,56.27,44.55,38.89,58.03,46.88
2024-06-28,161.94,221.92,79.19,203.11,70.66,126.42,86.88,57.37,194.63,117.56,338.27,52.22,65.62,59.36,151.77,67.01,81.56,48.2,219.49,365.85,43.51,31.38,85.22,34.81,82.07,34.27,76.86,51.03,55.0,38.6,75.29,34.24
2024-06-29,180.81,261.31,75.52,214.35,87.97,107.03,90.62,82.13,201.02,150.57,427.75,69.54,61.31,43.03,199.99,71.41,71.85,61.89,361.9,342.56,59.99,33.02,102.87,39.69,86.27,50.34,54.39,57.85,67.63,51.3,74.58,47.47
2024-06-30,184.82,229.28,85.06,167.06,97.2,109.87,98.83,64.96,226.52,135.28,336.38,86.85,73.62,61.02,172.96,75.84,86.47,57.5,318.8,387.65,57.81,26.73,99.22,39.64,90.07,55.79,80.58,60.69,46.99,47.46,71.02,48.32
2024-07-01,159.07,259.09,74.66,148.8,82.82,95.78,60.97,66.18,20.87,13.34,360.21,79.37,64.43,28.97,98.17,64.36,88.37,51.36,322.01,334.06,51.59,28.98,86.58,37.16,76.09,41.37,46.36,52.12,52.96,35.99,59.39,45.54
2024-07-02,176.92,231.79,59.89,168.29,74.24,87.8,57.81,67.91,18.19,11.7,382.45,75.32,66.41,37.4,96.02,73.29,115.06,62.41,283.19,405.1,49.79,0.0,86.72,38.3,79.94,41.13,60.7,53.44,48.32,45.82,64.1,47.93
2024-07-03,159.74,261.46,67.48,151.37,85.15,98.15,74.06,73.59,20.05,12.55,341.27,68.07,50.69,34.97,112.57,69.87,95.87,62.4,285.75,425.93,51.01,31.05,82.45,38.73,84.47,40.68,60.29,51.1,49.24,41.32,70.8,42.73
2024-07-04,129.27,274.51,82.39,199.13,97.96,96.86,69.47,78.32,20.12,13.57,306.12,60.63,51.5,28.9,83.06,75.69,84.74,58.99,299.32,385.39,47.15,25.82,76.16,33.82,90.55,42.1,54.43,58.94,55.19,36.61,68.76,45.18
2024-07-05,167.99,261.9,84.75,166.14,88.27,101.69,76.3,61.37,17.05,13.99,341.54,56.49,58.51,37.5,83.11,67.11,93.58,50.11,277.1,398.95,48.98,31.74,82.89,24.99,96.19,43.47,61.48,48.07,52.91,43.61,69.65,36.46
2024-07-06,209.85,270.13,85.62,212.26,81.02,114.6,80.86,0.0,22.53,17.13,285.24,72.53,77.13,39.14,140.59,102.09,109.96,57.76,305.7,410.09,61.63,35.25,78.03,38.27,91.41,49.87,56.88,70.0,52.87,49.64,77.68,60.64
2024-07-07,143.59,254.94,72.09,249.24,100.71,97.46,72.36,81.5,19.53,14.28,419.04,63.4,75.71,36.63,120.88,65.77,92.1,69.17,300.74,406.21,50.85,33.44,98.4,37.48,86.08,43.73,55.64,58.78,62.74,45.47,83.26,44.02
2024-07-08,167.86,218.01,51.64,194.19,80.73,107.81,78.04,79.15,18.82,9.56,345.07,80.89,69.77,42.14,88.18,69.57,82.54,48.9,249.22,297.81,46.01,25.75,98.46,35.3,67.94,39.32,60.86,59.24,48.49,41.32,75.07,56.85
2024-07-09,158.68,288.19,63.32,139.3,105.28,98.02,65.5,62.14,17.22,13.01,304.62,82.55,66.56,33.11,83.65,88.74,75.13,46.21,268.68,377.08,51.2,27.4,83.28,43.76,105.02,29.68,52.77,56.07,44.61,37.34,61.71,47.52
2024-07-10,186.8,260.57,58.89,167.05,89.06,88.95,80.57,57.71,14.23,9.47,301.95,64.36,68.29,31.52,82.19,75.83,107.3,55.78,313.33,395.72,50.65,27.79,73.83,33.79,91.7,34.26,68.15,47.2,50.09,29.57,67.44,51.13
2024-07-11,162.74,242.78,83.12,174.12,77.54,97.76,65.26,53.94,21.58,13.2,261.66,65.28,64.38,36.09,107.33,68.36,107.62,59.02,265.78,350.78,46.93,28.62,68.77,37.68,85.91,40.19,60.85,62.02,56.89,34.86,85.07,46.03
2024-07-12,183.51,270.2,54.93,184.32,90.73,102.77,58.94,51.11,18.73,12.49,351.21,73.81,61.43,40.35,86.32,72.82,93.46,47.08,345.26,352.64,51.38,32.05,75.83,37.77,71.25,43.56,58.48,67.49,40.33,45.13,62.03,48.11
2024-07-13,202.71,316.5,67.3,221.52,96.18,133.82,92.16,65.91,21.2,15.56,339.06,62.01,75.42,27.1,94.51,67.37,87.44,69.54,248.87,311.88,57.47,30.29,97.24,41.12,70.52,44.67,59.68,61.4,58.69,40.68,80.68,53.81
2024-07-14,203.37,260.24,79.47,254.79,108.4,131.16,72.79,0.0,19.75,13.1,423.5,73.35,60.58,42.97,94.19,78.5,123.09,65.2,352.75,396.17,68.14,34.7,91.66,31.07,75.73,50.85,54.27,49.92,42.09,48.7,85.17,57.93
2024-07-15,199.43,259.66,69.2,214.31,78.49,94.62,65.53,71.49,20.1,12.57,254.2,67.39,55.75,36.28,100.7,60.0,82.56,50.97,271.66,405.51,63.15,24.38,79.98,34.92,79.01,38.69,63.3,58.48,53.48,46.23,79.1,48.82
2024-07-16,163.43,260.27,81.89,177.38,89.03,98.79,59.25,66.93,11.45,13.04,277.23,56.81,53.37,39.54,91.17,55.97,75.61,59.67,295.13,374.77,64.43,26.06,76.78,37.12,77.29,38.95,63.21,56.45,51.37,44.4,74.07,38.83
2024-07-17,169.16,295.24,74.11,177.13,68.18,91.03,68.78,61.81,17.01,8.82,273.39,60.11,63.84,38.66,107.78,81.25,82.28,44.79,251.29,358.42,51.25,25.47,81.16,32.28,76.59,46.94,51.46,50.44,58.31,0.0,67.95,31.22
2024-07-18,176.36,242.38,68.05,211.52,84.7,104.65,60.14,67.3,9.54,12.97,224.37,62.67,54.19,35.42,117.89,64.76,80.98,56.33,228.15,314.69,54.2,31.04,64.5,28.33,77.91,43.39,47.54,56.52,41.21,0.0,65.46,58.07
2024-07-19,169.77,226.66,79.52,178.53,72.09,95.21,81.69,64.54,17.14,8.92,223.04,75.66,46.21,36.17,96.04,59.49,78.55,56.63,307.41,340.68,51.1,32.74,74.61,37.21,93.4,46.17,56.73,64.99,50.63,33.48,73.88,37.49
2024-07-20,182.32,294.49,73.94,186.59,95.8,110.21,74.68,69.62,0.0,12.55,373.7,88.56,58.56,38.27,108.93,75.32,94.75,66.2,360.63,372.89,54.18,29.67,82.96,43.11,79.72,48.86,63.05,71.04,49.73,49.68,86.04,45.79
2024-07-21,167.82,305.51,92.61,223.47,98.26,126.79,69.84,74.55,20.0,14.34,300.05,79.63,82.53,44.52,101.41,84.27,103.65,67.16,313.99,357.44,57.86,28.72,83.41,38.8,75.07,47.42,69.45,60.23,52.55,47.68,91.23,51.65
2024-07-22,168.22,257.17,62.28,185.37,88.62,86.98,70.17,61.5,19.97,9.23,277.37,66.79,63.91,30.89,95.53,60.04,100.41,64.58,265.79,374.57,48.26,27.51,85.03,33.14,73.66,43.48,54.41,53.65,59.53,42.5,79.92,51.99
2024-07-23,137.81,297.62,47.14,148.52,78.48,117.14,89.27,66.52,17.03,13.27,269.83,77.57,70.21,34.12,72.59,65.76,89.11,58.69,277.83,342.25,49.33,25.27,63.76,40.87,73.97,36.45,67.08,49.96,50.98,44.38,77.55,42.68
2024-07-24,126.92,242.29,68.9,172.02,85.01,105.83,70.55,67.74,14.84,13.14,295.2,74.43,51.33,37.0,98.37,76.34,89.19,48.66,277.76,400.66,48.81,26.6,74.47,38.64,78.75,32.32,59.58,53.91,52.36,35.4,59.88,38.82
2024-07-25,145.45,257.91,52.62,151.94,95.3,116.48,67.76,69.62,19.44,13.82,368.44,85.51,66.19,37.51,104.74,70.49,88.84,52.43,271.04,358.87,48.89,27.51,78.4,31.06,67.84,36.02,68.41,57.39,46.69,48.62,61.87,40.57
2024-07-26,181.33,210.98,76.91,127.86,101.38,109.7,69.98,52.25,18.38,9.84,326.64,54.17,53.56,37.52,81.48,81.52,75.61,78.41,283.86,444.05,45.5,27.54,76.61,35.8,88.79,34.16,47.28,57.11,48.95,43.85,90.01,57.3
2024-07-27,193.38,252.19,78.95,244.01,95.6,125.43,85.97,82.26,23.8,17.06,354.2,75.79,73.88,40.11,129.03,85.66,112.09,52.7,332.63,382.46,60.03,25.91,86.2,35.27,85.97,48.47,64.28,65.03,62.01,37.03,77.94,57.63
2024-07-28,203.34,260.43,92.64,202.94,107.09,113.23,85.03,71.16,17.6,11.64,346.19,70.65,50.64,42.06,98.06,83.13,116.56,82.44,329.25,461.68,57.67,29.62,70.95,37.98,0.0,52.7,74.32,64.96,65.27,50.17,81.74,45.35
2024-07-29,154.05,246.89,67.19,172.78,75.03,88.67,71.94,78.43,18.73,12.56,289.51,55.29,69.77,36.15,111.11,76.16,109.23,72.19,259.61,422.26,45.3,33.67,80.92,40.13,83.97,36.31,47.95,51.17,0.0,33.41,53.67,44.44
2024-07-30,189.04,214.98,57.68,168.14,79.94,93.78,78.43,71.06,14.75,11.78,290.02,67.75,67.14,40.78,101.81,58.48,87.42,48.54,271.7,337.91,48.65,23.61,65.57,40.17,80.32,0.0,62.66,61.91,56.82,31.49,78.03,46.72
2024-07-31,139.84,269.76,72.98,178.93,86.47,91.64,70.44,57.92,17.28,12.12,314.4,84.39,63.08,30.75,80.27,69.46,108.4,65.97,245.44,355.46,43.22,28.58,68.35,33.01,59.66,48.96,45.14,63.2,48.87,46.25,71.18,48.79
2024-08-01,146.13,230.09,166.75,13.12,82.88,77.99,68.42,68.54,17.67,14.95,363.36,0.0,73.2,37.53,107.01,87.08,101.62,61.97,292.96,345.37,50.22,28.26,84.94,37.54,91.88,45.87,67.32,56.4,44.8,46.13,70.84,61.87
2024-08-02,188.65,318.49,194.36,12.36,81.83,113.18,70.26,72.8,14.03,10.59,287.01,89.27,68.84,33.51,94.07,66.5,79.12,67.41,0.0,335.83,54.97,34.81,78.33,31.15,95.86,43.8,48.43,73.73,50.31,36.34,89.05,46.14
2024-08-03,191.71,258.76,179.82,14.79,105.71,111.72,73.14,70.02,22.17,16.41,387.93,83.6,63.83,38.59,111.49,77.97,92.5,59.03,232.03,433.93,52.92,31.85,81.49,48.77,80.66,46.91,53.37,65.88,49.51,38.09,83.02,46.89
2024-08-04,203.48,285.36,232.9,18.28,82.33,101.68,86.19,64.28,21.39,15.12,303.8,87.3,60.32,46.1,101.73,72.7,103.92,69.45,294.26,439.73,59.88,37.32,106.78,31.7,85.48,48.6,54.75,53.93,56.85,49.43,77.07,60.95
2024-08-05,172.75,251.05,179.47,15.55,74.4,125.81,64.93,56.23,18.38,12.28,333.36,77.87,80.85,41.09,92.51,64.84,89.18,54.13,294.64,332.23,48.92,28.35,74.65,33.78,74.5,42.54,61.58,54.23,41.95,33.52,70.94,58.18
2024-08-06,156.67,222.89,175.07,0.0,70.63,132.14,53.96,53.74,14.88,12.27,361.61,71.14,57.43,39.74,74.97,77.45,77.3,51.08,296.55,331.51,47.5,26.34,68.08,37.53,69.94,41.11,54.28,53.82,53.14,54.81,65.98,45.42
2024-08-07,143.92,247.0,206.26,17.23,86.78,85.67,57.76,48.9,15.9,13.14,306.23,64.27,61.71,32.01,0.0,86.6,92.7,59.59,314.24,360.16,44.97,28.53,61.42,31.77,90.14,37.06,55.78,44.5,42.31,40.59,62.61,49.15
2024-08-08,131.14,246.65,198.12,13.84,80.71,98.15,72.79,63.68,19.37,11.68,289.77,56.56,55.43,31.62,93.79,81.33,92.99,64.31,352.29,358.83,48.06,24.27,86.74,31.1,87.85,38.91,69.74,54.53,44.84,49.42,69.44,46.01
2024-08-09,204.47,278.9,163.16,12.68,93.26,97.4,63.63,56.57,17.26,11.95,333.21,58.92,68.39,28.89,97.36,82.81,101.47,63.58,279.06,297.67,53.65,28.81,84.1,35.05,76.61,43.04,50.78,61.61,45.74,41.02,58.54,49.29
2024-08-10,151.44,295.76,221.13,16.3,96.19,100.72,85.26,66.68,18.85,14.05,418.09,80.91,62.85,44.98,111.87,61.83,95.87,74.54,305.81,435.12,57.1,29.82,86.94,36.55,85.4,52.19,63.15,70.41,48.01,51.53,75.53,56.9
2024-08-11,220.27,301.62,215.61,18.63,87.65,126.41,77.89,88.1,22.45,16.17,385.84,72.34,70.27,33.6,110.84,77.35,92.84,59.6,317.19,327.67,49.3,29.52,79.39,31.14,95.9,40.83,73.93,76.28,54.62,53.81,58.64,53.74
2024-08-12,170.05,278.18,176.22,16.23,76.78,78.11,76.89,67.77,17.59,12.1,379.44,59.76,65.67,32.78,100.99,66.66,74.97,72.13,266.9,327.71,51.77,31.33,82.37,35.05,80.96,51.54,48.06,59.3,34.52,47.24,77.73,53.57
2024-08-13,173.38,0.0,195.54,12.76,60.5,121.62,54.58,57.7,0.0,9.68,309.71,69.69,57.99,32.02,74.74,60.76,94.76,59.38,242.18,367.73,49.99,27.18,83.63,37.36,85.82,33.87,81.12,60.97,48.02,42.73,86.31,47.86
2024-08-14,172.02,259.41,207.84,12.05,82.27,101.59,64.87,82.84,19.34,12.61,307.43,70.63,65.57,31.55,91.12,77.85,93.37,50.73,239.89,387.86,43.3,22.22,54.59,34.35,78.01,24.76,54.95,52.2,31.81,37.93,69.37,0.0
